Word,Label_BIO,Sentence_Id
pháp_lý,O,302
như,O,302
nhau,O,302
.,O,302
Hợp_đồng,O,303
này,O,303
có,O,303
hiệu_lực,O,303
từ,O,303
ngày,O,303
ký,O,303
.,O,303
Đại_diện,O,305
bên,B-PARTY,305
A,I-PARTY,305
(,O,305
Bên,B-PARTY,305
mua,I-PARTY,305
),O,305
Đại_diện,O,305
bên,B-PARTY,305
B,I-PARTY,305
(,O,305
Bên,B-PARTY,305
bán,I-PARTY,305
),O,305
(,O,306
Ký_tên,O,306
",",O,306
đóng_dấu,O,306
),O,306
(,O,306
Ký_tên,O,306
",",O,306
đóng_dấu,O,306
),O,306
CỘNG,O,312
HÒA,O,312
XÃ_HỘI_CHỦ_NGHĨA_VIỆT_NAM,O,312
Độc_lập,O,313
-,O,313
Tự_do,O,313
-,O,313
Hạnh_phúc,O,313
TP.,O,315
Thủ_Đức,O,315
",",O,315
ngày,B-DATE,315
20,I-DATE,315
tháng,I-DATE,315
05,I-DATE,315
năm,I-DATE,315
2026,I-DATE,315
HỢP_ĐỒNG,O,317
CHUYỂN_ĐỔI,O,317
QUYỀN,O,318
SỬ_DỤNG,O,318
ĐẤT,O,318
NÔNG_NGHIỆP,O,318
I.,O,320
PHẦN,O,320
GHI,O,320
CỦA,O,320
CÁC,O,320
BÊN,B-PARTY,320
CHUYỂN_ĐỔI,I-PARTY,320
Hôm_nay,O,321
",",O,321
ngày,B-DATE,321
20,I-DATE,321
tháng,I-DATE,321
05,I-DATE,321
năm,I-DATE,321
2026,I-DATE,321
",",O,321
tại,O,321
Văn_phòng,O,321
Công_chứng,O,321
Thủ_Thiêm,O,321
chúng_tôi,O,321
gồm,O,321
:,O,321
Bên,B-PARTY,323
A,I-PARTY,323
:,O,323
Ông,O,325
:,O,325
Lê_Văn_Hải,B-PARTY,325
Sinh,O,327
năm,O,327
:,O,327
1980,O,327
Giấy_tờ,O,329
tuỳ_thân,O,329
số,O,329
:,O,329
079080001234,O,329
do,O,329
Cục,O,329
Cảnh_sát,O,329
quản_lý,O,329
hành_chính,O,329
về,O,329
trật_tự,O,329
xã_hội,O,329
cấp,O,329
ngày,O,329
15/10/2021,B-DATE,329
.,O,329
Địa_chỉ,O,331
:,O,331
12,O,331
Đường,O,331
số,O,331
5,O,331
",",O,331
Phường,O,331
Linh_Chiểu,O,331
",",O,331
TP.,O,331
Thủ_Đức,O,331
",",O,331
TP.,O,331
Hồ_Chí_Minh,O,331
.,O,331
Cùng,O,333
vợ,O,333
là,O,333
bà,O,333
:,O,333
Nguyễn_Thị_Mai,B-PARTY,333
Sinh,O,335
năm,O,335
:,O,335
1983,O,335
Giấy_tờ,O,337
tuỳ_thân,O,337
số,O,337
:,O,337
079083005678,O,337
do,O,337
Cục,O,337
Cảnh_sát,O,337
quản_lý,O,337
hành_chính,O,337
về,O,337
trật_tự,O,337
xã_hội,O,337
cấp,O,337
ngày,O,337
20/02/2022,B-DATE,337
.,O,337
Địa_chỉ,O,339
:,O,339
12,O,339
Đường,O,339
số,O,339
5,O,339
",",O,339
Phường,O,339
Linh_Chiểu,O,339
",",O,339
TP.,O,339
Thủ_Đức,O,339
",",O,339
TP.,O,339
Hồ_Chí_Minh,O,339
.,O,339
Bên,B-PARTY,341
B,I-PARTY,341
:,O,341
Ông,O,343
:,O,343
Phạm_Minh_Tuấn,B-PARTY,343
Sinh,O,345
năm,O,345
:,O,345
1975,O,345
Giấy_tờ,O,347
tuỳ_thân,O,347
số,O,347
:,O,347
001075009876,O,347
do,O,347
Cục,O,347
Cảnh_sát,O,347
quản_lý,O,347
hành_chính,O,347
về,O,347
trật_tự,O,347
xã_hội,O,347
cấp,O,347
ngày,O,347
05/05/2021,B-DATE,347
.,O,347
Địa_chỉ,O,349
:,O,349
45,O,349
Nguyễn_Huệ,O,349
",",O,349
Phường,O,349
Bến_Nghé,O,349
",",O,349
Quận,O,349
1,O,349
",",O,349
TP.,O,349
Hồ_Chí_Minh,O,349
.,O,349
Cùng,O,351
vợ,O,351
là,O,351
bà,O,351
:,O,351
Trần_Thu_Cúc,B-PARTY,351
Sinh,O,353
năm,O,353
:,O,353
1978,O,353
Giấy_tờ,O,355
tuỳ_thân,O,355
số,O,355
:,O,355
001078004321,O,355
do,O,355
Cục,O,355
Cảnh_sát,O,355
quản_lý,O,355
hành_chính,O,355
về,O,355
trật_tự,O,355
xã_hội,O,355
cấp,O,355
ngày,O,355
12/12/2021,B-DATE,355
.,O,355
Địa_chỉ,O,357
:,O,357
45,O,357
Nguyễn_Huệ,O,357
",",O,357
Phường,O,357
Bến_Nghé,O,357
",",O,357
Quận,O,357
1,O,357
",",O,357
TP.,O,357
Hồ_Chí_Minh,O,357
.,O,357
Điều,O,359
1,O,359
:,O,359
ĐỐI_TƯỢNG,O,359
CHUYỂN_ĐỔI,O,359
Các,O,360
bên,O,360
tự_nguyện,O,360
giao_kết,O,360
Hợp_đồng,O,360
này,O,360
để,O,360
thực_hiện,O,360
việc,O,360
chuyển_đổi,O,360
quyền,O,360
sử_dụng,O,360
đất,O,360
nông_nghiệp,O,360
với,O,360
thông_tin,O,360
cụ_thể,O,360
về,O,360
thửa,O,360
đất,O,360
như,O,360
sau,O,360
:,O,360
1.1,O,362
.,O,362
Thửa,O,362
đất,O,362
của,O,362
bên,B-PARTY,362
A,I-PARTY,362
Diện_tích,O,364
đất,O,364
chuyển_đổi,O,364
:,O,364
1.500,O,364
m2,O,364
(,O,364
Một_ngàn,O,364
năm,O,364
trăm,O,364
mét_vuông,O,364
),O,364
.,O,364
Loại,O,366
đất,O,366
:,O,366
Đất,O,366
trồng,O,366
lúa,O,366
(,O,366
LUC,O,366
),O,366
.,O,366
Thửa,O,368
số,O,368
:,O,368
102,O,368
-,O,368
Tờ,O,368
bản_đồ,O,368
số,O,368
:,O,368
Thời_hạn,O,370
sử_dụng,O,370
đất,O,370
còn,O,370
lại,O,370
:,O,370
Đến,O,370
ngày,O,370
31/12/2045,B-DATE,370
.,O,370
Được,O,372
cấp,O,372
Giấy,O,372
chứng_nhận,O,372
quyền,O,372
sử_dụng,O,372
đất,O,372
số,O,372
:,O,372
CR,O,372
123456,O,372
ngày,B-DATE,372
10,I-DATE,372
tháng,I-DATE,372
01,I-DATE,372
năm,I-DATE,372
2018,I-DATE,372
.,O,372
1.2,O,374
.,O,374
Thửa,O,374
đất,O,374
của,O,374
bên,B-PARTY,374
B,I-PARTY,374
Diện_tích,O,376
đất,O,376
chuyển_đổi,O,376
:,O,376
1.450,O,376
m2,O,376
(,O,376
Một_ngàn,O,376
bốn,O,376
trăm_năm,O,376
mươi,O,376
mét_vuông,O,376
),O,376
.,O,376
Loại,O,378
đất,O,378
:,O,378
Đất,O,378
trồng,O,378
cây_lâu_năm,O,378
(,O,378
CLN,O,378
),O,378
.,O,378
Thửa,O,380
số,O,380
:,O,380
205,O,380
-,O,380
Tờ,O,380
bản_đồ,O,380
số,O,380
:,O,380
Thời_hạn,O,382
sử_dụng,O,382
đất,O,382
còn,O,382
lại,O,382
:,O,382
Đến,O,382
ngày,O,382
15/05/2050,B-DATE,382
.,O,382
Được,O,384
cấp,O,384
Giấy,O,384
chứng_nhận,O,384
quyền,O,384
sử_dụng,O,384
đất,O,384
số,O,384
:,O,384
CT,O,384
987654,O,384
ngày,B-DATE,384
25,I-DATE,384
tháng,I-DATE,384
03,I-DATE,384
năm,I-DATE,384
2020,I-DATE,384
.,O,384
Điều,O,386
2,O,386
:,O,386
QUYỀN,O,386
VÀ,O,386
NGHĨA_VỤ,O,386
CỦA,O,386
CÁC,O,386
BÊN,O,386
(,O,387
Các,O,387
điều_khoản,O,387
quyền,O,387
và,O,387
nghĩa_vụ,O,387
giữ,O,387
nguyên,O,387
theo,O,387
mẫu,O,387
),O,387
Thanh_toán,O,389
tiền,O,389
chênh_lệch,O,389
là,O,389
50.000.000,B-MONEY,389
VNĐ,I-MONEY,389
(,O,389
Năm_mươi,O,389
triệu,O,389
đồng,O,389
chẵn,O,389
),O,389
.,O,389
Điều,O,391
3,O,391
:,O,391
PHẠT,O,391
VI_PHẠM,O,391
Sau,O,392
khi,O,392
hợp_đồng,O,392
có,O,392
hiệu_lực,O,392
nếu,O,392
một,O,392
bên,O,392
không,O,392
thực_hiện,O,392
hoặc,O,392
thực_hiện,O,392
không,O,392
đúng,O,392
hoặc,O,392
có,O,392
vi_phạm,O,392
khác,O,392
theo,O,392
nội_dung,O,392
mà,O,392
các,O,392
bên,O,392
đã,O,392
thoả_thuận,O,392
phải,O,392
chịu,O,392
phạt,O,392
vi_phạm,O,392
hợp_đồng,O,392
với,O,392
số,O,392
tiền,O,392
là,O,392
100,B-MONEY,392
triệu,I-MONEY,392
đồng,I-MONEY,392
",",O,392
trừ,O,392
trường_hợp,O,392
bên,O,392
vi_phạm,O,392
được,O,392
miễn,O,392
nghĩa_vụ,O,392
theo,O,392
quy_định,O,392
của,O,392
Bộ_luật,B-LAW,392
Dân_sự,I-LAW,392
năm,I-LAW,392
2015,I-LAW,392
.,O,392
Điều,O,394
4,O,394
:,O,394
PHƯƠNG_THỨC,O,394
GIẢI_QUYẾT,O,394
TRANH_CHẤP,O,394
Trong,O,395
quá_trình,O,395
thực_hiện,O,395
Hợp_đồng,O,395
này,O,395
",",O,395
nếu,O,395
phát_sinh,O,395
tranh_chấp,O,395
thì,O,395
các,O,395
bên,O,395
cùng,O,395
nhau,O,395
thương_lượng,O,395
",",O,395
hoà_giải,O,395
trên,O,395
nguyên_tắc,O,395
tôn_trọng,O,395
quyền,O,395
và,O,395
lợi_ích,O,395
hợp_pháp,O,395
của,O,395
nhau,O,395
;,O,395
trường_hợp,O,395
không,O,395
giải_quyết,O,395
được,O,395
thì,O,395
một,O,395
trong,O,395
các,O,395
bên,B-PARTY,395
có,O,395
quyền,O,395
khởi_kiện,O,395
để,O,395
yêu_cầu,O,395
Toà_án,O,395
nhân_dân,O,395
TP.,O,395
Thủ_Đức,O,395
giải_quyết,O,395
theo,O,395
đúng,O,395
quy_định,O,395
của,O,395
Luật,B-LAW,395
Đất_đai,I-LAW,395
năm,I-LAW,395
2024,I-LAW,395
.,O,395
Điều,O,397
5,O,397
:,O,397
CAM_ĐOAN,O,397
CỦA,O,397
CÁC,O,397
BÊN,O,397
(,O,398
Các,O,398
nội_dung,O,398
cam_đoan,O,398
giữ,O,398
nguyên,O,398
),O,398
Điều,O,400
6,O,400
:,O,400
ĐIỀU_KHOẢN,O,400
CHUNG,O,400
Hợp_đồng,O,401
này,O,401
gồm,O,401
04,O,401
tờ,O,401
",",O,401
04,O,401
trang,O,401
và,O,401
được,O,401
lập,O,401
thành,O,401
02,O,401
bản,O,401
có,O,401
giá_trị,O,401
như,O,401
nhau,O,401
",",O,401
mỗi,O,401
bên,O,401
giữ,O,401
01,O,401
bản,O,401
để,O,401
thực_hiện,O,401
.,O,401
BÊN,B-PARTY,403
A,I-PARTY,403
(,O,403
Ký,O,403
",",O,403
ghi,O,403
rõ,O,403
họ,O,403
tên,O,403
),O,403
BÊN,B-PARTY,405
B,I-PARTY,405
(,O,405
Ký,O,405
",",O,405
ghi,O,405
rõ,O,405
họ,O,405
tên,O,405
),O,405
II,O,407
.,O,407
Nội_dung,O,408
thẩm_tra,O,408
của,O,408
Uỷ_ban_nhân_dân,O,408
Phường,O,408
Linh_Chiểu,O,408
",",O,408
TP.,O,408
Thủ_Đức,O,408
:,O,408
Về,O,410
giấy_tờ,O,410
sử_dụng,O,410
đất,O,410
:,O,410
Đầy_đủ,O,410
",",O,410
hợp_lệ,O,410
.,O,410
Về,O,412
hiện_trạng,O,412
thửa,O,412
đất,O,412
:,O,412
Đúng,O,412
theo,O,412
Giấy,O,412
chứng_nhận,O,412
.,O,412
Về,O,414
điều_kiện,O,414
chuyển_đổi,O,414
:,O,414
Đủ,O,414
điều_kiện,O,414
theo,O,414
quy_định,O,414
pháp_luật,O,414
.,O,414
TM,O,416
.,O,416
(,O,417
Ký_tên,O,417
",",O,417
đóng_dấu,O,417
),O,417
CỘNG,O,419
HÒA,O,419
XÃ_HỘI_CHỦ_NGHĨA_VIỆT_NAM,O,419
Độc_lập,O,420
–,O,420
Tự_do,O,420
–,O,420
Hạnh_phúc,O,420
TP.,O,422
Hồ_Chí_Minh,O,422
",",O,422
ngày,B-DATE,422
10,I-DATE,422
tháng,I-DATE,422
06,I-DATE,422
năm,I-DATE,422
2026,I-DATE,422
HỢP_ĐỒNG,O,424
MUA_BÁN,O,424
PHẦN_MỀM,O,424
(,O,425
Số,O,425
:,O,425
88/2026/HĐMB-SOFT),O,425
Căn_cứ,O,427
Bộ_luật,B-LAW,427
Dân_sự,I-LAW,427
năm,I-LAW,427
2015,I-LAW,427
;,O,427
Căn_cứ,O,429
Luật,B-LAW,429
Sở_hữu_trí_tuệ,I-LAW,429
năm,I-LAW,429
2005,I-LAW,429
được,O,429
sửa_đổi,O,429
",",O,429
bổ_sung,O,429
năm,B-DATE,429
2009,I-DATE,429
",",O,429
2019,O,429
",",O,429
2022,O,429
;,O,429
Căn_cứ,O,431
Luật,B-LAW,431
Giao_dịch,I-LAW,431
điện_tử,O,431
năm,B-DATE,431
2023,I-DATE,431
;,O,431
Căn_cứ,O,433
khả_năng,O,433
và,O,433
nhu_cầu,O,433
của,O,433
các,O,433
bên,O,433
.,O,433
Hôm_nay,O,435
",",O,435
ngày,B-DATE,435
10,I-DATE,435
tháng,I-DATE,435
06,I-DATE,435
năm,I-DATE,435
2026,I-DATE,435
tại,O,435
địa_chỉ,O,435
456,O,435
Võ_Văn_Tần,O,435
",",O,435
Quận,O,435
3,O,435
",",O,435
TP.,O,435
Hồ_Chí_Minh,O,435
",",O,435
chúng_tôi,O,435
gồm,O,435
:,O,435
Bên,B-PARTY,437
Bán,I-PARTY,437
(,O,437
Bên,B-PARTY,437
A,I-PARTY,437
),O,437
:,O,437
Công_ty,B-PARTY,437
Cổ_phần,I-PARTY,437
Giải_pháp,I-PARTY,437
Công_nghệ_xanh,I-PARTY,437
(,O,437
Greentech,O,437
),O,437
Địa_chỉ,O,439
trụ_sở,O,439
:,O,439
789,O,439
Điện_Biên_Phủ,O,439
",",O,439
Phường,O,439
25,O,439
",",O,439
Quận,O,439
Bình_Thạnh,O,439
",",O,439
TP.,O,439
Hồ_Chí_Minh,O,439
.,O,439
Giấy_CNĐKDN,O,441
số,O,441
:,O,441
0315678901,O,441
do,O,441
Sở,O,441
Kế_hoạch,O,441
và,O,441
Đầu_tư,O,441
TP.,O,441
HCM,O,441
cấp,O,441
ngày,O,441
15/01/2019,B-DATE,441
.,O,441
Người,O,443
đại_diện,O,443
theo,O,443
pháp_luật,O,443
:,O,443
Ông,B-PARTY,443
Trần_Hoàng_Nam,I-PARTY,443
-,O,443
Sinh,O,443
năm,O,443
:,O,443
Chức_vụ,O,445
:,O,445
Tổng_Giám_đốc,O,445
.,O,445
Số,O,447
TK,O,447
:,O,447
123456789,O,447
-,O,447
Chi_nhánh,O,447
Gia_Định,O,447
-,O,447
Ngân_hàng,B-PARTY,447
Vietcombank,I-PARTY,447
.,O,447
Bên,B-PARTY,449
Mua,I-PARTY,449
(,O,449
Bên,B-PARTY,449
B,I-PARTY,449
),O,449
:,O,449
Công_ty,B-PARTY,449
TNHH,I-PARTY,449
Đầu_tư,I-PARTY,449
và,O,449
Phát_triển,O,449
Giáo_dục,O,449
Toàn_Cầu,O,449
Địa_chỉ,O,451
trụ_sở,O,451
:,O,451
12,O,451
Thân_Nhân,O,451
Trung,O,451
",",O,451
Phường,O,451
13,O,451
",",O,451
Quận,O,451
Tân_Bình,O,451
",",O,451
TP.,O,451
Hồ_Chí_Minh,O,451
.,O,451
Giấy_CNĐKDN,O,453
số,O,453
:,O,453
0309876543,O,453
do,O,453
Sở,O,453
Kế_hoạch,O,453
và,O,453
Đầu_tư,O,453
TP.,O,453
HCM,O,453
cấp,O,453
ngày,O,453
20/03/2015,B-DATE,453
.,O,453
Người,O,455
đại_diện,O,455
theo,O,455
pháp_luật,O,455
:,O,455
Bà,B-PARTY,455
Lê_Thị_Thu_Thuỷ,I-PARTY,455
-,O,455
Sinh,O,455
năm,O,455
:,O,455
Chức_vụ,O,457
:,O,457
Giám_đốc_điều_hành,O,457
.,O,457
Số,O,459
TK,O,459
:,O,459
987654321,O,459
-,O,459
Chi_nhánh,O,459
Tân_Bình,O,459
-,O,459
Ngân_hàng,B-PARTY,459
Agribank,I-PARTY,459
.,O,459
Cùng,O,461
thoả_thuận,O,461
ký_kết,O,461
Hợp_đồng,O,461
mua_bán,O,461
phần_mềm,O,461
số,O,461
88/2026/HĐMB-SOFT,O,461
để,O,461
mua_bán,O,461
Phần_mềm,O,461
Quản_lý,O,461
Tài_chính,O,461
doanh_nghiệp,O,461
ERP-X,O,461
10,O,461
thuộc,O,461
sở_hữu,O,461
của,O,461
Bên,B-PARTY,461
A,I-PARTY,461
theo,O,461
Giấy,O,461
chứng_nhận,O,461
đăng_ký,O,461
quyền_tác_giả,O,461
số,O,461
1234/2024/QTG,O,461
cho,O,461
Bên,B-PARTY,461
B,I-PARTY,461
với,O,461
giá,O,461
450.000.000,B-MONEY,461
VNĐ,I-MONEY,461
(,O,461
Bằng,O,461
chữ,O,461
:,O,461
Bốn,O,461
trăm_năm,O,461
mươi,O,461
triệu,O,461
đồng,O,461
chẵn,O,461
),O,461
.,O,461
Điều,O,463
1,O,463
.,O,463
Bên,B-PARTY,464
A,I-PARTY,464
đồng_ý,O,464
bán,O,464
phần_mềm,O,464
ERP-X,O,464
10,O,464
phiên_bản,O,464
2.0,O,464
.,O,464
Điều,O,466
2,O,466
.,O,466
Tổng,O,467
giá_trị,O,467
hợp_đồng,O,467
là,O,467
450.000.000,B-MONEY,467
VNĐ,I-MONEY,467
.,O,467
Thanh_toán,O,468
chia,O,468
làm,O,468
02,O,468
đợt,O,468
:,O,468
Đợt,O,470
1,O,470
:,O,470
Thanh_toán,O,470
135.000.000,B-MONEY,470
VNĐ,I-MONEY,470
(,O,470
30%,B-RATE,470
giá_trị,O,470
),O,470
ngay,O,470
sau,O,470
khi,O,470
ký,O,470
hợp_đồng,O,470
.,O,470
Đợt,O,472
2,O,472
:,O,472
Thanh_toán,O,472
số,O,472
tiền,O,472
còn,O,472
lại,O,472
là,O,472
315.000.000,B-MONEY,472
VNĐ,I-MONEY,472
sau,O,472
khi,O,472
bàn_giao,O,472
dữ_liệu,O,472
gốc,O,472
.,O,472
Điều,O,474
3,O,474
.,O,474
Thời_hạn,O,475
thực_hiện,O,475
từ,O,475
ngày,O,475
10/06/2026,B-DATE,475
đến,O,475
hết,O,475
ngày,O,475
31/12/2026,B-DATE,475
.,O,475
Điều,O,477
4,O,477
.,O,477
Bên,B-PARTY,478
B,I-PARTY,478
giao,O,478
cho,O,478
Bên,B-PARTY,478
A,I-PARTY,478
số,O,478
tiền,O,478
cọc,O,478
là,O,478
50.000.000,B-MONEY,478
VNĐ,I-MONEY,478
để,O,478
đảm_bảo,O,478
thực_hiện,O,478
hợp_đồng,O,478
.,O,478
Điều,O,480
5,O,480
.,O,480
Bên,B-PARTY,481
A,I-PARTY,481
cam_kết,O,481
phần_mềm,O,481
không,O,481
vi_phạm,O,481
Luật,B-LAW,481
Sở_hữu_trí_tuệ,I-LAW,481
.,O,481
Điều,O,483
6,O,483
.,O,483
Nếu,O,484
Bên,B-PARTY,484
B,I-PARTY,484
chậm,O,484
thanh_toán,O,484
",",O,484
phải,O,484
chịu,O,484
lãi_suất,O,484
chậm,O,484
trả,O,484
là,O,484
"0,05%",B-RATE,484
/,O,484
ngày,O,484
trên,O,484
số,O,484
tiền,O,484
chậm,O,484
trả,O,484
.,O,484
Nếu,O,485
một,O,485
bên,O,485
đơn_phương,O,485
chấm_dứt,O,485
hợp_đồng,O,485
sai,O,485
quy_định,O,485
phải,O,485
chịu,O,485
phạt,O,485
vi_phạm,O,485
là,O,485
36.000.000,B-MONEY,485
VNĐ,I-MONEY,485
(,O,485
tương_đương,O,485
8%,B-RATE,485
giá_trị,O,485
hợp_đồng,O,485
),O,485
.,O,485
Mọi,O,486
tranh_chấp,O,486
được,O,486
giải_quyết,O,486
tại,O,486
Toà_án,O,486
nhân_dân,O,486
TP.,O,486
Hồ_Chí_Minh,O,486
theo,O,486
quy_định,O,486
của,O,486
Bộ,O,486
luật_Tố_tụng_Dân_sự,O,486
năm,B-DATE,486
2015,I-DATE,486
.,O,486
Điều,O,488
7,O,488
.,O,488
Hợp_đồng,O,489
chấm_dứt,O,489
khi,O,489
hai,O,489
bên,O,489
hoàn_thành,O,489
nghĩa_vụ,O,489
hoặc,O,489
theo,O,489
thoả_thuận,O,489
bằng,O,489
văn_bản,O,489
.,O,489
Điều,O,491
8,O,491
.,O,491
Hợp_đồng,O,492
có,O,492
hiệu_lực,O,492
từ,O,492
ngày,O,492
10/06/2026,B-DATE,492
.,O,492
ĐẠI_DIỆN,O,494
BÊN,B-PARTY,494
A,I-PARTY,494
ĐẠI_DIỆN,I-PARTY,494
BÊN,I-PARTY,494
B,I-PARTY,494
(,O,495
Ký_tên,O,495
",",O,495
đóng_dấu,O,495
),O,495
(,O,495
Ký_tên,O,495
",",O,495
đóng_dấu,O,495
),O,495
CỘNG_HOÀ_XÃ_HỘI_CHỦ_NGHĨA_VIỆT_NAM,O,497
Độc_lập,O,498
-,O,498
Tự_do,O,498
-,O,498
Hạnh_phúc,O,498
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
o,O,499
0,O,499
o,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
-,O,499
HỢP_ĐỒNG,O,501
HỢP_TÁC,O,501
QUẢNG_CÁO,O,501
SỐ,O,502
150/2026,O,502
/,O,502
HĐHTQC,O,502
Căn_cứ,O,504
Bộ_Luật,B-LAW,504
Dân_sự,I-LAW,504
được,O,504
Quốc_hội,O,504
nước,O,504
Cộng_hoà_xã_hội_chủ_nghĩa_Việt_Nam,O,504
thông_qua,O,504
ngày,B-DATE,504
24,I-DATE,504
tháng,I-DATE,504
11,I-DATE,504
năm,I-DATE,504
2015,I-DATE,504
;,O,504
Căn_cứ,O,506
Luật,B-LAW,506
Thương_mại,I-LAW,506
2005,I-LAW,506
;,O,506
Căn_cứ,O,508
Luật,B-LAW,508
Quảng_cáo,I-LAW,508
2012,I-LAW,508
;,O,508
Căn_cứ,O,510
nhu_cầu,O,510
và,O,510
khả_năng,O,510
của,O,510
hai,O,510
bên,O,510
:,O,510
Hôm_nay,O,512
",",O,512
ngày,B-DATE,512
12,I-DATE,512
tháng,I-DATE,512
05,I-DATE,512
năm,I-DATE,512
2026,I-DATE,512
",",O,512
tại,O,512
Quận,O,512
1,O,512
",",O,512
TP.,O,512
Hồ_Chí_Minh,O,512
.,O,512
BÊN,B-PARTY,514
A,I-PARTY,514
:,O,514
CÔNG_TY,B-PARTY,514
TNHH,I-PARTY,514
MỸ_PHẨM,I-PARTY,514
THIÊN_NHIÊN,I-PARTY,514
HOA,I-PARTY,514
SEN,I-PARTY,514
Do,O,516
bà,O,516
:,O,516
Nguyễn_Mai_Anh,B-PARTY,516
-,O,516
Sinh,O,516
năm,O,516
:,O,516
1990,O,516
làm,O,516
đại_diện,O,516
.,O,516
Giấy_tờ,O,518
tuỳ_thân,O,518
số,O,518
:,O,518
001090005678,O,518
do,O,518
Cục,O,518
Cảnh_sát,O,518
quản_lý,O,518
hành_chính,O,518
về,O,518
trật_tự,O,518
xã_hội,O,518
cấp,O,518
ngày,O,518
15/05/2021,B-DATE,518
.,O,518
Trú,O,520
tại,O,520
:,O,520
123,O,520
Lê_Lợi,O,520
",",O,520
Phường,O,520
Bến_Thành,O,520
",",O,520
Quận,O,520
1,O,520
",",O,520
TP.,O,520
Hồ_Chí_Minh,O,520
.,O,520
BÊN,B-PARTY,522
B,I-PARTY,522
:,O,522
ÔNG,B-PARTY,522
TRẦN,I-PARTY,522
MINH,I-PARTY,522
QUANG,I-PARTY,522
(,O,522
KOL,O,522
QUANG_MINH,O,522
),O,522
Ông,O,524
:,O,524
Trần_Minh_Quang,B-PARTY,524
-,O,524
Sinh,O,524
năm,O,524
:,O,524
Giấy_tờ,O,526
tuỳ_thân,O,526
số,O,526
:,O,526
079095001234,O,526
do,O,526
Cục,O,526
Cảnh_sát,O,526
quản_lý,O,526
hành_chính,O,526
về,O,526
trật_tự,O,526
xã_hội,O,526
cấp,O,526
ngày,O,526
20/10/2022,B-DATE,526
.,O,526
Trú,O,528
tại,O,528
:,O,528
45/12,O,528
đường,O,528
Chu_Văn_An,O,528
",",O,528
Phường,O,528
12,O,528
",",O,528
Quận,O,528
Bình_Thạnh,O,528
",",O,528
TP.,O,528
Hồ_Chí_Minh,O,528
.,O,528
Website,O,530
:,O,530
www.quangminhreview.com.vn,O,530
Sau,O,532
khi,O,532
bàn_bạc,O,532
",",O,532
thoả_thuận,O,532
các,O,532
bên,O,532
thống_nhất,O,532
các,O,532
nội_dung,O,532
sau,O,532
:,O,532
ĐIỀU,O,534
1,O,534
:,O,534
NỘI_DUNG,O,534
CỦA,O,534
HỢP_ĐỒNG,O,534
Bên,B-PARTY,535
A,I-PARTY,535
thuê,O,535
Bên,B-PARTY,535
B,I-PARTY,535
hạng_mục,O,535
sau,O,535
:,O,535
Bên,B-PARTY,537
A,I-PARTY,537
đưa,O,537
ý_tưởng,O,537
về,O,537
bộ,O,537
sản_phẩm,O,537
dưỡng,O,537
da,O,537
"""",O,537
Sen_Trắng,O,537
"""",O,537
cho,O,537
Bên,B-PARTY,537
B.,I-PARTY,537
Bên,B-PARTY,539
B,I-PARTY,539
chịu,O,539
trách_nhiệm,O,539
quay,O,539
01,O,539
video,O,539
review,O,539
và,O,539
05,O,539
hình_ảnh,O,539
sản_phẩm,O,539
để,O,539
đăng,O,539
trên,O,539
fanpage,O,539
cá_nhân,O,539
tại,O,539
địa_chỉ,O,539
:,O,539
fb.com/quangminh.reviewer.official,O,539
ĐIỀU,O,541
2,O,541
:,O,541
GIÁ_TRỊ,O,541
HỢP_ĐỒNG,O,541
2.1,O,542
Giá_Trị,O,542
Hợp_Đồng,O,542
:,O,542
Chi_phí,O,542
thực_hiện,O,542
là,O,542
80.000.000,B-MONEY,542
VNĐ,I-MONEY,542
(,O,542
Bằng,O,542
chữ,O,542
:,O,542
Tám,O,542
mươi,O,542
triệu,O,542
đồng,O,542
chẵn,O,542
),O,542
.,O,542
2.2,O,543
.,O,543
Phương_Thức,O,543
Thanh_Toán,O,543
:,O,543
Chia,O,543
làm,O,543
hai,O,543
đợt,O,543
:,O,543
Đợt,O,545
1,O,545
:,O,545
Thanh_toán,O,545
trước,O,545
40%,B-RATE,545
giá_trị,O,545
hợp_đồng,O,545
(,O,545
tương_đương,O,545
32.000.000,B-MONEY,545
VNĐ,I-MONEY,545
),O,545
ngay,O,545
sau,O,545
khi,O,545
ký_kết,O,545
.,O,545
Đợt,O,547
2,O,547
:,O,547
Thanh_toán,O,547
60%,B-RATE,547
còn,O,547
lại,O,547
(,O,547
48.000.000,B-MONEY,547
VNĐ,I-MONEY,547
),O,547
trong,O,547
vòng,O,547
7,O,547
ngày,O,547
làm_việc,O,547
sau,O,547
khi,O,547
đăng_tải,O,547
thành_công,O,547
.,O,547
Thông_tin,O,549
tài_khoản,O,549
:,O,549
STK,O,549
:,O,549
19034567891011,O,549
-,O,549
Chủ,O,549
TK,O,549
:,O,549
Trần_Minh_Quang,O,549
-,O,549
Ngân_hàng,O,549
:,O,549
Techcombank_Chi,O,549
nhánh,O,549
Sài_Gòn,O,549
.,O,549
ĐIỀU,O,551
3,O,551
:,O,551
THỜI_HẠN,O,551
